Employee First Name,Employee Last Name,Job Title,Employee Work Email,Company Name,Company Website,Company HQ Phone,Street,City,State Full,State,Zip Code,Country,Industries,Employees,Revenue,Job Level,Job Function
Matthew,Klaassen,Vice President of Accounting,dianne.bascom@uni.edu,Chesapeake Energy Corporation,www.chk.com,1.405.935.8000,6100 N Western Ave,Oklahoma City,New York,OK,73118-1044,United States,"Energy & Utilities, Gas and Electric Utilities Energy & Utilities, Gasoline and Oil Refineries Agriculture & Mining, Mining and Quarrying",2521 - 25,2521 - 1000000,VP of Accounting,
Phil,Baier,Vice President of Accounting,dianne.bascom@uni.edu,Ritzman Pharmacies,www.ritzmanrx.com,1.330.335.2318,8614 Hartman Rd,Wadsworth,New York,OH,44281-9404,United States,"Retail, Retail Other",2522 - 25,2522 - 1000000,VP of Accounting,
Pam,Ferree,Vice President of Accounting,dianne.bascom@uni.edu,Bliss McKnight,www.blissmcknight.com,1.309.663.1393,PO BOX 157,Bloomington,New York,IL,61702-0157,United States,"Financial Services, Insurance and Risk Management",2523 - 25,2523 - 1000000,VP of Accounting,
Raymond,Cardosi,Vice President of Accounting,dianne.bascom@uni.edu,"AQR Capital Management, LLC",www.aqr.com,1.203.742.3600,2 Greenwich Plz,Greenwich,New York,CT,06830-6353,United States,"Financial Services, Securities Agents and Brokers Financial Services, Personal Financial Planning and Private Banking",2524 - 25,2524 - 1000000,VP of Accounting,
Robert,Swanson,Vice President of Accounting,dianne.bascom@uni.edu,Laredo Energy,www.laredoenergy.com,1.713.600.6000,"840 W Sam Houston Pkwy N Houston, TX77024",Houston,New York,TX,77024,United States,"Energy & Utilities, Gasoline and Oil Refineries",2525 - 25,2525 - 1000000,VP of Accounting,
Stephanie,Bily,Vice President of Accounting,dianne.bascom@uni.edu,Ashford Inc.,www.ashfordinc.com,1.972.490.9600,"14185 Dallas Pkwy Dallas, TX75254-4308",Dallas,New York,TX,75254-4308,United States,"Real Estate & Construction, Real Estate Investment and Development Travel, Recreation, and Leisure, Hotels, Motels and Lodging",2526 - 25,2526 - 1000000,VP of Accounting,
Stacy,Thoelke,Vice President of Accounting,dianne.bascom@uni.edu,Lordo's Diamonds,www.lordosdiamonds.com,1.314.432.8008,9222 Clayton Rd,Saint Louis,New York,MO,63124-1510,United States,"Retail, Jewelry, Luggage, and Leather Goods Stores",2527 - 25,2527 - 1000000,VP of Accounting,
Terry,Noey,Vice President of Accounting,dianne.bascom@uni.edu,Mullis Newby Hurst Lp,www.mnhins.com,1.972.201.0100,"5057 Keller Springs Rd Addison, TX75001-6347",Addison,New York,TX,75001-6347,United States,"Financial Services, Insurance and Risk Management",2528 - 25,2528 - 1000000,VP of Accounting,
Vaughn,Primozic,Vice President of Accounting,dianne.bascom@uni.edu,Advantage Leasing,www.advantageleasing.com,1.262.439.7600,"13400 Bishops Ln Brookfield, WI53005-6237",Brookfield,New York,WI,53005-6237,United States,"Financial Services, Lending and Mortgage",2529 - 25,2529 - 1000000,VP of Accounting,
Stephanie,Caldwell,Vice President of Accounting,dianne.bascom@uni.edu,RiceBran Technologies,www.ricebrantech.com,1.602.522.3000,"6720 N Scottsdale Rd Scottsdale, AZ85253-4421",Scottsdale,New York,AZ,85253-4421,United States,"Manufacturing, Food & Dairy Product Manufacturing and Packaging",2530 - 25,2530 - 1000000,VP of Accounting,
David,Hetzler,Vice President of Accounting,dianne.bascom@uni.edu,Miami-Luken Inc Home Healthcr,www.miamiluken.com,1.937.743.7775,265 S Pioneer Blvd,Springboro,New York,OH,45066-1180,United States,"Retail, Retail Other",2531 - 25,2531 - 1000000,VP of Accounting,
Mark,Tibbs,Vice President of Accounting,dianne.bascom@uni.edu,Quadax Inc,www.quadax.com,1.440.777.6300,7500 Old Oak Blvd,Cleveland,New York,OH,44130-3343,United States,"Software & Internet, Software",2532 - 25,2532 - 1000000,VP of Accounting,
Sheryl,Herbst,Vice President of Accounting,dianne.bascom@uni.edu,SEFCU Insurance Agency,www.sefcuinsuranceagency.com,1.518.786.9905,7 Airport Park Blvd,Latham,New York,NY,12110,United States,"Financial Services, Insurance and Risk Management",2533 - 25,2533 - 1000000,VP of Accounting,
Nathan,Anguiano,Vice President of Accounting,dianne.bascom@uni.edu,Georgia Farm Bureau Mutual Insurance Company,www.gfb.org,1.800.898.1911,1620 Bass Rd,Macon,New York,GA,31210-6503,United States,"Financial Services, Insurance and Risk Management",2534 - 25,2534 - 1000000,VP of Accounting,
Shannon,Holton,Vice President of Accounting,dianne.bascom@uni.edu,Rezult Group,www.rezultgroup.com,1.404.566.4804,"2002 Summit Blvd Atlanta, GA30319-6403",Atlanta,New York,GA,30319-6403,United States,"Business Services, HR and Recruiting Services",2535 - 25,2535 - 1000000,VP of Accounting,
John,Landon,Vice President of Accounting,dianne.bascom@uni.edu,"NCO Group, Inc.",www.ncogroup.com,1.215.441.3000,507 Prudential Rd,Horsham,New York,PA,19044-2308,United States,"Business Services, HR and Recruiting Services",2536 - 25,2536 - 1000000,VP of Accounting,
Denton,Partridge,Vice President of Accounting,dianne.bascom@uni.edu,"Hertz Global Holdings, Inc.",www.hertz.com,1.239.301.7000,"999 Vanderbilt Beach Rd Naples, FL34108",Naples,New York,FL,34108,United States,"Travel, Recreation, and Leisure, Rental Cars",2537 - 25,2537 - 1000000,VP of Accounting,
Jeff,Windham,Vice President of Accounting,dianne.bascom@uni.edu,Southern States Bank,www.southernstatesbank.net,1.256.241.1092,615 Quintard Ave,Anniston,New York,AL,36201-5755,United States,"Financial Services, Banks",2538 - 25,2538 - 1000000,VP of Accounting,
Howard,Grill,Vice President of Accounting,dianne.bascom@uni.edu,"The Alter Group, Ltd.",www.altergroup.com,1.847.676.4300,5500 Howard St,Skokie,New York,IL,60077-2620,United States,"Real Estate & Construction, Real Estate Investment and Development",2539 - 25,2539 - 1000000,VP of Accounting,
Andrew,Lamson,Vice President of Accounting,dianne.bascom@uni.edu,Credit Suisse Group,www.credit-suisse.com,1.212.325.2000,11 Madison Ave,New York,New York,NY,10010-3602,United States,"Financial Services, Investment Banking and Venture Capital Financial Services, Lending and Mortgage Financial Services, Banks",2540 - 25,2540 - 1000000,VP of Accounting,
Brad,Spence,Vice President of Accounting,dianne.bascom@uni.edu,Sageworks Decorative Painting & Design,www.sageworks.com,1.919.851.7474,109 E Church St,Orlando,New York,FL,32801-3319,United States,"Consumer Services, Consumer Services Other Retail, Retail Other",2541 - 25,2541 - 1000000,VP of Accounting,
Patrick,Camblin,Vice President of Accounting,dianne.bascom@uni.edu,Universal American Corp,www.universalamerican.com,1.914.934.5200,44 S Broadway,White Plains,New York,NY,10601-4425,United States,"Financial Services, Insurance and Risk Management Healthcare, Pharmaceuticals, & Biotech, Healthcare, Pharmaceuticals, and Biotech Other",2542 - 25,2542 - 1000000,VP of Accounting,
Brian,Rogers,Vice President of Accounting,dianne.bascom@uni.edu,United Central Bank,www.ucbtx.com,1.972.487.1505,4555 W Walnut St,Garland,New York,TX,75042-5143,United States,"Financial Services, Banks",2543 - 25,2543 - 1000000,VP of Accounting,
Joseph,Fuegel,Vice President of Accounting,dianne.bascom@uni.edu,Conner Strong & Buckelew,www.connerstrong.com,1.877.861.3220,401 Route 73 N,Marlton,New York,NJ,08053-3424,United States,"Financial Services, Insurance and Risk Management",2544 - 25,2544 - 1000000,VP of Accounting,
David,Gant,Vice President of Accounting,dianne.bascom@uni.edu,U.S. Bancorp,www.usbank.com,1.651.466.3000,"800 Nicollet Mall Minneapolis, MN55402-7014",Minneapolis,New York,MN,55402-7014,United States,"Financial Services, Banks Financial Services, Lending and Mortgage Financial Services, Credit Cards and Related Services",2545 - 25,2545 - 1000000,VP of Accounting,
Laurie,Madonna,Vice President of Accounting,dianne.bascom@uni.edu,Conning,www.conning.com,1.860.527.1131,"1 Financial Plz Hartford, CT06103-2627",Hartford,New York,CT,06103-2627,United States,"Business Services, Business Services Other",2546 - 25,2546 - 1000000,VP of Accounting,
James,Besch,Vice President of Accounting,dianne.bascom@uni.edu,Zoe's Kitchen,www.zoeskitchen.com,1.214.436.8765,"5700 Granite Pkwy Plano, TX75024-6631",Plano,New York,TX,75024-6631,United States,"Retail, Restaurants and Bars",2547 - 25,2547 - 1000000,VP of Accounting,
James,Kozy,Vice President of Accounting,dianne.bascom@uni.edu,First American Financial Corporation,www.firstam.com,1.714.250.3000,1 First American Way,Santa Ana,New York,CA,92707-5913,United States,"Financial Services, Insurance and Risk Management Financial Services, Personal Financial Planning and Private Banking",2548 - 25,2548 - 1000000,VP of Accounting,
Chris,Cuffe,Vice President of Accounting,dianne.bascom@uni.edu,Island Financial Ins Assoc,www.ifia-inc.com,1.253.770.0283,2604 33rd Ave SE,Puyallup,New York,WA,98374-4133,United States,"Financial Services, Insurance and Risk Management",2549 - 25,2549 - 1000000,VP of Accounting,
Sunil,Parthasarthy,Vice President of Accounting,dianne.bascom@uni.edu,Mondelez International Inc,www.mondelezinternational.com,1.847.943.4000,3 Parkway N,Deerfield,New York,IL,60015-2537,United States,"Wholesale & Distribution, Grocery and Food Wholesalers",2550 - 25,2550 - 1000000,VP of Accounting,
Philip,Johnson,Vice President of Accounting,dianne.bascom@uni.edu,Maiden Reinsurance,www.maidenre.com,1.800.380.4055,"6000 Midlantic Dr Mount Laurel, NJ08054-1547",Mount Laurel,New York,NJ,08054-1547,United States,"Financial Services, Insurance and Risk Management",2551 - 25,2551 - 1000000,VP of Accounting,
Tomeka,Herod,Vice President of Accounting,dianne.bascom@uni.edu,"The Wilkins Group, Inc.",www.wilkins.com,1.972.479.1090,"1710 Firman Dr Richardson, TX75081-6700",Richardson,New York,TX,75081-6700,United States,"Telecommunications, Wireless and Mobile",2552 - 25,2552 - 1000000,VP of Accounting,
Marc,Roy,Vice President of Accounting,dianne.bascom@uni.edu,Citigroup Incorporated,www.citigroup.com,1.212.559.1000,388 Greenwich St Citibank Center 3800,New York,New York,NY,10013-2375,United States,"Financial Services, Banks Financial Services, Personal Financial Planning and Private Banking Financial Services, Credit Cards and Related Services",2553 - 25,2553 - 1000000,VP of Accounting,
Amy,Robertson,Vice President of Accounting,dianne.bascom@uni.edu,FTN Financial Group,www.ftnfinancial.com,1.901.435.8080,"845 Crossover Ln Memphis, TN38117-4904",Memphis,New York,TN,38117-4904,United States,"Financial Services, Securities Agents and Brokers",2554 - 25,2554 - 1000000,VP of Accounting,
April,Cable,Vice President of Accounting,dianne.bascom@uni.edu,MedicoRx Specialty Pharmacy,www.medicorx.com,1.818.390.9696,7039 Valjean Ave,Van Nuys,New York,CA,91406-3915,United States,"Healthcare, Pharmaceuticals, & Biotech, Healthcare, Pharmaceuticals, and Biotech Other",2555 - 25,2555 - 1000000,VP of Accounting,
Michael,Discavage,Vice President of Accounting,dianne.bascom@uni.edu,Bank of America,www.bankofamerica.com,1.704.386.5681,100 N Tryon St,Charlotte,New York,NC,28202,United States,"Financial Services, Banks Financial Services, Lending and Mortgage Financial Services, Investment Banking and Venture Capital",2556 - 25,2556 - 1000000,VP of Accounting,
Joshua,Bradford,Vice President of Accounting,dianne.bascom@uni.edu,"MUFG Union Bank, N.A.",www.unionbank.com,1.212.782.6800,1251 Avenue Of The Americas,New York,New York,NY,10020-1104,United States,"Financial Services, Banks",2557 - 25,2557 - 1000000,VP of Accounting,
Lindsay,Parker,Vice President of Accounting,dianne.bascom@uni.edu,Sabre Holdings Corporation,www.sabre.com,1.682.605.1000,3150 Sabre Dr,Southlake,New York,TX,76092-2103,United States,"Software & Internet, Software",2558 - 25,2558 - 1000000,VP of Accounting,
Mohamed,Hamid,Vice President of Accounting,dianne.bascom@uni.edu,Hyatt Hotels Corporation,www.hyatt.com,1.312.750.1234,71 S Wacker Dr,Chicago,New York,IL,60606-4600,United States,"Travel, Recreation, and Leisure, Hotels, Motels and Lodging Travel, Recreation, and Leisure, Resorts and Casinos Travel, Recreation, and Leisure, Travel, Recreation, and Leisure Other",2559 - 25,2559 - 1000000,VP of Accounting,
Janty,Pierre,Vice President of Accounting,dianne.bascom@uni.edu,The Bank of New York Mellon Corporation,www.bnymellon.com,1.212.495.1784,1 Wall St,New York,New York,NY,10005,United States,"Financial Services, Banks Financial Services, Trust, Fiduciary, and Custody Activities Financial Services, Securities Agents and Brokers",2560 - 25,2560 - 1000000,VP of Accounting,
Craig,Meynard,Vice President of Accounting,dianne.bascom@uni.edu,"Delta Air Lines, Inc.",www.delta.com,1.404.715.2600,1030 Delta Blvd,Atlanta,New York,GA,30354-1989,United States,"Travel, Recreation, and Leisure, Passenger Airlines Transportation & Storage, Air Couriers and Cargo Services",2561 - 25,2561 - 1000000,VP of Accounting,
Tom,Spence,Vice President of Accounting,dianne.bascom@uni.edu,"On24, Inc.",www.on24.com,1.415.369.8000,"201 3rd St San Francisco, CA94103-3165",San Francisco,New York,CA,94103-3165,United States,"Software & Internet, Software & Internet Other Software & Internet, E-commerce and Internet Businesses",2562 - 25,2562 - 1000000,VP of Accounting,
Jay,Gilmore,Vice President of Accounting,dianne.bascom@uni.edu,Denny's Corporation,www.dennys.com,1.864.597.8000,203 E Main St,Spartanburg,New York,SC,29319-0001,United States,"Retail, Restaurants and Bars Travel, Recreation, and Leisure, Travel, Recreation, and Leisure Other Retail, Retail Other",2563 - 25,2563 - 1000000,VP of Accounting,
Tony,Staniak,Vice President of Accounting,dianne.bascom@uni.edu,"Quad Graphics, Inc.",www.qg.com,1.414.566.6000,N61w23044 Harrys Way,Sussex,New York,WI,53089-3995,United States,"Business Services, Business Services Other",2564 - 25,2564 - 1000000,VP of Accounting,
Boris,Velen,Vice President of Accounting,dianne.bascom@uni.edu,Swiss Re Group,www.swissre.com,1.914.828.8000,175 King St,Armonk,New York,CT,10504-1606,United States,"Financial Services, Insurance and Risk Management Financial Services, Lending and Mortgage Financial Services, Trust, Fiduciary, and Custody Activities",2565 - 25,2565 - 1000000,VP of Accounting,
Dulfakar,Ali,Vice President of Accounting,dianne.bascom@uni.edu,The Bank of New York Mellon Corporation,www.bnymellon.com,1.212.495.1784,1 Wall St,New York,New York,NY,10005,United States,"Financial Services, Banks Financial Services, Trust, Fiduciary, and Custody Activities Financial Services, Securities Agents and Brokers",2566 - 25,2566 - 1000000,VP of Accounting,
Sylvia,Menezes,Vice President of Accounting,dianne.bascom@uni.edu,Citigroup Incorporated,www.citigroup.com,1.212.559.1000,388 Greenwich St Citibank Center 3800,New York,New York,NY,10013-2375,United States,"Financial Services, Banks Financial Services, Personal Financial Planning and Private Banking Financial Services, Credit Cards and Related Services",2567 - 25,2567 - 1000000,VP of Accounting,
Rick,Thomas,Vice President of Accounting,dianne.bascom@uni.edu,The Bank of New York Mellon Corporation,www.bnymellon.com,1.212.495.1784,1 Wall St,New York,New York,NY,10005,United States,"Financial Services, Banks Financial Services, Trust, Fiduciary, and Custody Activities Financial Services, Securities Agents and Brokers",2568 - 25,2568 - 1000000,VP of Accounting,
Steven,Medeiros,Vice President of Accounting,dianne.bascom@uni.edu,Bridgewater State University,www.bridgew.edu,1.508.531.1000,131 Summer St,Bridgewater,New York,MA,02325-0001,United States,"Education, Colleges and Universities",2569 - 25,2569 - 1000000,VP of Accounting,
Jason,Kilroy,Vice President of Accounting,dianne.bascom@uni.edu,JPMorgan Chase & Co.,www.jpmorganchase.com,1.212.270.6000,270 Park Ave,New York,New York,NY,10017-2014,United States,"Financial Services, Banks Financial Services, Lending and Mortgage",2570 - 25,2570 - 1000000,VP of Accounting,
Matthew,Pley,Vice President of Accounting,dianne.bascom@uni.edu,"Fortinet, Inc.",www.fortinet.com,1.408.235.7700,899 Kifer Rd,Sunnyvale,New York,CA,94086-5205,United States,"Computers & Electronics, Networking Equipment and Systems",2571 - 25,2571 - 1000000,VP of Accounting,
Patrick,Heflin,Vice President of Accounting,dianne.bascom@uni.edu,Jones Lang LaSalle Incorporated,www.jll.com,1.312.782.5800,"200 E Randolph St Chicago, IL60601-6537",Chicago,New York,IL,60601-6537,United States,"Real Estate & Construction, Real Estate Investment and Development Financial Services, Investment Banking and Venture Capital Financial Services, Financial Services Other",2572 - 25,2572 - 1000000,VP of Accounting,
